Customer|Customer Name|Customer Currency Code|Currency|Transaction Type|Apply to Invoice|Invoice|Amount|Original Amount|Due/Payment Date|Exchange Rate|Invoice Date|Credit Hold|City|Contact|Credit Limit|Terms|Terms Code Description|Prov/State|Phone|Type|Salesperson|Name|Phone[1]
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1005323|1005323|35786.80000000|35786.80000000|28-02-21|1|31-12-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-N004|NATIONWIDE TIARA (M) SDN BHD|MYR|MYR|I|1002903|1002903|36.00000000|36.00000000|30-10-20|1|26-08-20||||500000.00000000|60|60 Days||||Ken||03-4297 2966*
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003643|1003643|360.00000000|360.00000000|30-11-20|1|25-09-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1004862|1004862|3600.00000000|3600.00000000|31-03-21|1|01-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1005125|1005125|3600.00000000|3600.00000000|31-03-21|1|16-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1004712|1004712|36068.40000000|36068.40000000|28-02-21|1|23-11-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|D|  97313|DN20084|0.00000000|3608.66000000|31-07-20|1|31-07-20|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|I|  97836|  97836|36080.00000000|36080.00000000|01-03-20|1|26-12-19||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|I|  97837|  97837|36080.00000000|36080.00000000|01-03-20|1|26-12-19||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|I|  96931|  96931|36212.00000000|36212.00000000|30-01-20|1|14-11-19||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-G053|GEOSEPAKAT ENGINEERING SDN BHD|MYR|MYR|I|1005518|1005518|36220.10000000|36220.10000000|31-03-21|1|13-01-21||||600000.00000000|60|60 Days||||Ken||03-8076 2395 / 2396
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1004358|1004358|36247.13000000|36247.13000000|28-02-21|1|05-11-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003843|1003843|3632.07000000|3632.07000000|30-12-20|1|09-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004971|1004971|36477.00000000|36477.00000000|30-04-21|1|07-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005196|1005196|36477.00000000|36477.00000000|30-04-21|1|21-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-M146|MH STEEL SDN BHD|MYR|MYR|C|1005374|CN20082|0.00000000|-366717.87000000|05-01-21|1|05-01-21||||59220.00000000|14|14 Days||||Ken||03-7845 4661
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  70570|  70570|36706.58000000|36706.58000000|30-08-16|1|14-06-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  70816|  70816|36706.58000000|36706.58000000|30-08-16|1|24-06-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  91177|  91177|36757.00000000|36757.00000000|30-01-19|1|22-11-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  91179|  91179|36757.00000000|36757.00000000|30-01-19|1|22-11-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75118|  75118|3676.54000000|3676.54000000|05-01-17|1|05-01-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-L040|LCL DRILLING|MYR|MYR|I|  57596|  57596|3682.00000000|3682.00000000|18-03-15|1|18-03-15|*CREDIT HOLD*|||100000.00000000|0|CASH||||||03-8925 2811
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004529|1004529|3695.80000000|3695.80000000|31-01-21|1|12-11-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|DN19019|DN19019|3700.40000000|3700.40000000|30-04-19|1|30-04-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004658|1004658|37005.00000000|37005.00000000|31-01-21|1|20-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005482|1005482|37020.00000000|37020.00000000|31-05-21|1|11-01-21||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003329|1003329|3710.00000000|3710.00000000|30-11-20|1|15-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003357|1003357|3710.00000000|3710.00000000|30-11-20|1|17-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003413|1003413|3710.00000000|3710.00000000|30-11-20|1|19-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003451|1003451|37180.36000000|37180.36000000|30-11-20|1|21-09-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003337|1003337|37216.74000000|37216.74000000|30-11-20|1|15-09-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-B082|BIAXIS GEOTECHNIQUE SDN BHD|MYR|MYR|I|  87966|  87966|37257.00000000|37257.00000000|30-09-18|1|17-07-18|*CREDIT HOLD*|||0.00000000|60|60 Days||||||03-8024 0405
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004099|1004099|3739.65000000|3739.65000000|30-11-20|1|21-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  82958|  82958|37534.56000000|37534.56000000|31-01-18|1|15-12-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003135|1003135|3755.00000000|3755.00000000|30-11-20|1|04-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69559|  69559|4341.11000000|37730.70000000|30-06-16|1|28-04-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1004351|1004351|3774.50000000|3774.50000000|31-01-21|1|05-11-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1003744|1003744|37740.00000000|37740.00000000|30-12-20|1|03-10-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|DN19012|DN19012|3777.64000000|3777.64000000|31-03-19|1|31-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75651|  75651|3777.84000000|3777.84000000|24-01-17|1|24-01-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1000134|1000134|378.00000000|378.00000000|30-03-20|1|07-01-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1004563|1004563|37916.00000000|37916.00000000|28-02-21|1|16-11-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1004750|1004750|37916.00000000|37916.00000000|28-02-21|1|25-11-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-M127|MERCU MAJUNIAGA SDN BHD|MYR|MYR|I|1004790|1004790|37957.44000000|37957.44000000|28-02-21|1|26-11-20||||2000000.00000000|90|90 Days||||Eeyan||05-241 1373
AR-N003|NIAGA SARI SDN BHD|MYR|MYR|I|1005204|1005204|3796.00000000|3796.00000000|28-02-21|1|21-12-20||||3000000.00000000|60|60 Days||||BILL||03-4270 1528
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004939|1004939|37997.25000000|37997.25000000|30-04-21|1|04-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1003298|1003298|38.91000000|38.91000000|30-11-20|1|11-09-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1001578|1001578|380.00000000|380.00000000|30-08-20|1|12-06-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004032|1004032|3800.00000000|3800.00000000|30-12-20|1|21-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004107|1004107|3800.00000000|3800.00000000|30-12-20|1|23-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1003905|1003905|3800.00000000|3800.00000000|29-01-21|1|13-10-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003791|1003791|38015.04000000|38015.04000000|30-12-20|1|07-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004316|1004316|38051.00000000|38051.00000000|31-01-21|1|03-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004844|1004844|382.86000000|382.86000000|31-12-20|1|27-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004849|1004849|382.86000000|382.86000000|31-12-20|1|27-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69691|  69691|38224.40000000|38224.40000000|30-07-16|1|03-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-A023|ANEKA JARINGAN SDN BHD|MYR|MYR|I|1003179|1003179|38269.03000000|38269.03000000|31-10-20|1|07-09-20||||3000000.00000000|30|30 Days||||Mei||03-8657 5150
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005089|1005089|38298.20000000|38298.20000000|28-02-21|1|16-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92396|  92396|3837.09000000|3837.09000000|30-03-19|1|28-01-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92579|  92579|3837.09000000|3837.09000000|30-04-19|1|12-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92582|  92582|3837.09000000|3837.09000000|30-04-19|1|12-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92799|  92799|3837.09000000|3837.09000000|30-04-19|1|22-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003819|1003819|38385.60000000|38385.60000000|30-12-20|1|08-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1004595|1004595|38396.00000000|38396.00000000|31-01-21|1|18-11-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004213|1004213|384.02000000|384.02000000|30-11-20|1|26-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004291|1004291|384.02000000|384.02000000|31-12-20|1|02-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004627|1004627|38406.30000000|38406.30000000|31-01-21|1|19-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004745|1004745|38406.30000000|38406.30000000|31-01-21|1|25-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93211|  93211|3852.50000000|3852.50000000|30-05-19|1|15-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93325|  93325|3852.50000000|3852.50000000|30-05-19|1|22-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1004588|1004588|38535.80000000|38535.80000000|28-02-21|1|17-11-20||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-P051|PECK CHEW PILING (M) SDN BHD|MYR|MYR|I|1003450|1003450|38539.00000000|38539.00000000|30-11-20|1|21-09-20||||1000000.00000000|60|60 Days||||Mei||03-3323 7333*
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1004450|1004450|38674.32000000|38674.32000000|28-02-21|1|09-11-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-E044|EXCELLENT BENCHMARK MEDICAL EQUIPMENT S/B|MYR|MYR|I|1003800|1003800|387.09000000|387.09000000|01-10-20|1|01-10-20||||300000.00000000|90|90 Days||||||
AR-E044|EXCELLENT BENCHMARK MEDICAL EQUIPMENT S/B|MYR|MYR|I|1002495|1002495|3877.91000000|3877.91000000|01-08-20|1|01-08-20||||300000.00000000|90|90 Days||||||
AR-A034|ATASAN STEEL SDN BHD|MYR|MYR|I|1003839|1003839|38776.00000000|38776.00000000|30-12-20|1|09-10-20||||500000.00000000|60|60 Days||||BILL||03-5162 2900
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003086|1003086|38819.25000000|38819.25000000|30-11-20|1|03-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003516|1003516|38873.20000000|38873.20000000|30-11-20|1|24-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004394|1004394|38953.80000000|38953.80000000|31-01-21|1|06-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004545|1004545|38953.80000000|38953.80000000|31-01-21|1|13-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69881|  69881|38958.71000000|38958.71000000|30-07-16|1|09-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1005227|1005227|38988.00000000|38988.00000000|28-02-21|1|22-12-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004244|1004244|3916.42000000|3916.42000000|30-11-20|1|28-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004371|1004371|3916.42000000|3916.42000000|31-12-20|1|04-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004524|1004524|3916.42000000|3916.42000000|31-12-20|1|11-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004764|1004764|3916.42000000|3916.42000000|31-12-20|1|25-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-G003|GEOHAN S/B|MYR|MYR|I|1003807|1003807|3920.00000000|3920.00000000|30-12-20|1|08-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|1000713|1000713|39200.00000000|39200.00000000|30-04-20|1|19-02-20|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|1000986|1000986|39200.00000000|39200.00000000|30-05-20|1|05-03-20|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|  96816|  96816|3927.29000000|3927.29000000|30-12-19|1|21-10-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-E044|EXCELLENT BENCHMARK MEDICAL EQUIPMENT S/B|MYR|MYR|I|1003039|1003039|3931.46000000|3931.46000000|01-09-20|1|01-09-20||||300000.00000000|90|90 Days||||||
AR-U027|UNDERGROUND TECHNOLOGY ENGINEERING CONSTRUCTION PTE. LTD.|MYR|MYR|I|1004642|1004642|3936.06000000|3936.06000000|31-01-21|1|20-11-20||||1000000.00000000|60|60 Days||||Kok Wai||03-8605 3312
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|P|0|Open|-3936.82000000|-3936.82000000|31-12-19|1|31-12-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-M127|MERCU MAJUNIAGA SDN BHD|MYR|MYR|I|1004048|1004048|39396.18000000|39396.18000000|29-01-21|1|20-10-20||||2000000.00000000|90|90 Days||||Eeyan||05-241 1373
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1001231|1001231|394.00000000|394.00000000|30-07-20|1|15-05-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005535|1005535|39418.50000000|39418.50000000|31-05-21|1|14-01-21||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P116|PEMBINAAN TUJU SETIA SDN BHD|MYR|MYR|I|DN18056|DN18056|3944.35000000|3944.35000000|31-07-18|1|31-07-18||||800000.00000000|60|60 Days||||||03-8066 8800
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1004329|1004329|3946.50000000|3946.50000000|31-01-21|1|04-11-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|  96812|  96812|3960.78000000|3960.78000000|30-12-19|1|21-10-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004937|1004937|39601.50000000|39601.50000000|30-04-21|1|04-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005015|1005015|39601.50000000|39601.50000000|30-04-21|1|10-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-O014|ORIENT AROTEK ENGINEERING & TRADING SDN BHD|MYR|MYR|I|1004976|1004976|39606.20000000|39606.20000000|28-02-21|1|04-12-20||||1500000.00000000|30|30 Days||||Mei||03-3319 8813
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1002926|1002926|39607.62000000|39607.62000000|29-11-20|1|26-08-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003517|1003517|3978.54000000|3978.54000000|30-11-20|1|24-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-V008|VALSERV SDN BHD|MYR|MYR|I|  65014|  65014|3985.60000000|3985.60000000|30-01-16|1|02-11-15|*CREDIT HOLD*|||500000.00000000|60|60 Days||||||03-5513 8788*
AR-V008|VALSERV SDN BHD|MYR|MYR|I|  65095|  65095|3985.60000000|3985.60000000|30-01-16|1|05-11-15|*CREDIT HOLD*|||500000.00000000|60|60 Days||||||03-5513 8788*
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|1000145|1000145|39866.20000000|39866.20000000|30-03-20|1|10-01-20|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1005299|1005299|3996.00000000|3996.00000000|31-03-21|1|24-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-G003|GEOHAN S/B|MYR|MYR|I|1003750|1003750|400.00000000|400.00000000|30-12-20|1|06-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-W002|WCT CONSTRUCTION SDN BHD|MYR|MYR|D|1003502|DN20108|0.00000000|400.00000000|25-09-20|1|25-09-20||||1000000.00000000|0|CASH||||Kok Wai||03-7806 6688
AR-K073|KMC CONSTRUCTION AND MACHINERY SDN BHD|MYR|MYR|P|  96923|  96923|0.00000000|-40000.00000000|31-12-20|1|31-12-20||||800000.00000000|90|90 Days||||||03-9105 3633
AR-S172|SBJ BINAJAYA DEVELOPMENT SDN BHD|MYR|MYR|P|1003706|1003706|0.00000000|-40000.00000000|11-01-21|1|11-01-21||||600000.00000000|60|60 Days||||Mei||09-748 1500
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  70572|  70572|40058.46000000|40058.46000000|30-08-16|1|14-06-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-M146|MH STEEL SDN BHD|MYR|MYR|I|1005374|1005374|34379.80000000|401097.67000000|19-01-21|1|05-01-21||||59220.00000000|14|14 Days||||Ken||03-7845 4661
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN17059|DN17059|4013.83000000|4013.83000000|30-11-17|1|30-11-17||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN17069|DN17069|4013.83000000|4013.83000000|31-12-17|1|31-12-17||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18007|DN18007|4013.83000000|4013.83000000|31-01-18|1|31-01-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18015|DN18015|4013.83000000|4013.83000000|28-02-18|1|28-02-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18023|DN18023|4013.83000000|4013.83000000|31-03-18|1|31-03-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18031|DN18031|4013.83000000|4013.83000000|30-04-18|1|30-04-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18041|DN18041|4013.83000000|4013.83000000|31-05-18|1|31-05-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18050|DN18050|4013.83000000|4013.83000000|30-06-18|1|30-06-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18057|DN18057|4013.83000000|4013.83000000|31-07-18|1|31-07-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18065|DN18065|4013.83000000|4013.83000000|31-08-18|1|31-08-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18071|DN18071|4013.83000000|4013.83000000|30-09-18|1|30-09-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18076|DN18076|4013.83000000|4013.83000000|31-10-18|1|31-10-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-S153|STRAITS PARTNERS SDN BHD|MYR|MYR|I|DN18082|DN18082|4013.83000000|4013.83000000|30-11-18|1|30-11-18||||800000.00000000|90|90 Days||||||03-6211 4388
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88897|  88897|4020.00000000|4020.00000000|30-10-18|1|18-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|  96815|  96815|4023.04000000|4023.04000000|30-12-19|1|21-10-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004125|1004125|4024.00000000|4024.00000000|30-12-20|1|23-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|P|0|Open|-403.20000000|-403.20000000|13-01-21|1|13-01-21||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-S221|SSANGYONG ENGINEERING & CONSTRUCTION CO. LTD.|MYR|MYR|I|1005401|1005401|40305.85000000|40305.85000000|31-03-21|1|06-01-21||||2000000.00000000|60|60 Days||||Kok Wai||603-2181 6169 / 6515
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1001874|1001874|40357.50000000|40357.50000000|30-08-20|1|21-06-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P090|PRO MAJU ENGINEERING SDN BHD|MYR|MYR|I|DN14011|DN14011|4050.00000000|4050.00000000|30-11-14|1|31-10-14||||200000.00000000|30|30 Days||||BILL||03-7495 5989
